"""Valores Recolhidos - Art. 3ºA da Lei 8.685/93 -  Em Reais (R$) - 2009 a 2017""";;;
;;;
"""Ano de Recolhimento""";"""Empresa Remetente""";"""Empresa Estrangeira Contribuinte""";"""Valor (R$)"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""IEC IN SPORTS AB""";"""20930,84"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""Golden Boy""";"""28713,17"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""ENGLISH DISTRIBUTION, LLC""";"""38649,34"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""FÉDÉRATION INTERNATIONALE DE GYMNASTIQUE (FIG).""";"""57718,1"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""87291,76"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""ENJOY""";"""98186,3"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""SPORTFIVE International S.A (Sportfive)""";"""305513,07"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""PITCH INTERNATIONAL""";"""511197,38"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""FSLA HOLDINGS LLC""";"""1121715,01"""
"""2013""";"""GLOBOSAT PROGRAMADORA LTDA""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""2852566,51"""
"""2013""";"""HORIZONTE CONTEUDOS LTDA""";"""BEACH SOCCER""";"""98,39"""
"""2013""";"""HORIZONTE CONTEUDOS LTDA""";"""Golden Boy Promotions, LLC""";"""1117,2"""
"""2013""";"""HORIZONTE CONTEUDOS LTDA""";"""SPORTFIVE INTL S.A""";"""1602,28"""
"""2013""";"""HORIZONTE CONTEUDOS LTDA""";"""FÉDÉRATION INTERNATIONALE DE GYMNASTIQUE (FIG).""";"""3038,06"""
"""2013""";"""HORIZONTE CONTEUDOS LTDA""";"""ZUFFA INTERNATIONAL, LLC""";"""3863955,37"""
"""2013""";"""RADIO E TELEVISAO BANDEIRANTES S.A.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""33197,46"""
"""2013""";"""RADIO E TELEVISAO BANDEIRANTES S.A.""";"""viacom international inc""";"""109768,59"""
"""2013""";"""RADIO E TELEVISAO BANDEIRANTES S.A.""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""2565992,27"""
"""2013""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""FÉDÉRATION INTERNATIONALE DE NATATION - FINA""";"""170119,14"""
"""2013""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""UNIVERSAL PICTURES - USI BV""";"""817749,14"""
"""2013""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""ORGANIZAÇÃO DESPORTIVA PAN-AMERICANA - ODEPA""";"""828910,82"""
"""2013""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""2104777,19"""
"""2013""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""UNIVERSAL STUDIOS INTERNATIONAL TELEVISION DO BRASIL LTDA""";"""2378330,61"""
"""2013""";"""SKY BRASIL SERVIÇOS LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""47547,45"""
"""2013""";"""SKY BRASIL SERVIÇOS LTDA""";"""UNIVERSAL PICTURES - USI BV""";"""113150,8"""
"""2013""";"""SKY BRASIL SERVIÇOS LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""621159,07"""
"""2013""";"""SYNAPSE PROGRAMADORA DE CANAIS DE TV LTDA""";"""SB TV PROGRAMMING INTERNATIONAL""";"""76711,68"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GOLD CIRCLE DEVELOPMENT LLC""";"""8323,47"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""PASATIEMPO PICTURES INC.""";"""13939,8"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GEM ENTERTAINMENT KFT""";"""15318,25"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GUSSI, S.A. DE C.V.""";"""106226,65"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""WHILAND INTERNATIONAL S.A""";"""120198,46"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM International Televisions Distribution INC""";"""372983,8"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""374351,02"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""INTERNATIONAL DISTRIBUTION COMPANY, LLC.""";"""432916,89"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""538220,16"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL PICTURES - USI BV""";"""1361554,63"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Freeway Spain S.L.""";"""1429446,71"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL TELEVISION DO BRASIL LTDA""";"""6376475,22"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM Inter Televisions""";"""7397928,4"""
"""2013""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""10239835,88"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""TRANS WORLD INTERNATIONAL INC.""";"""2561,69"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""WORLD TAEKWONDO FEDERATION""";"""3349,37"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""SANTA MONICA MEDIA S.L.""";"""8737,93"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""DFL SPORTS ENTERPRISES GMBH""";"""8782,94"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""GLORY SPORTS INTERNATIONAL PTE LTD""";"""9731,37"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""UFA SPORTS GmbH""";"""11768,49"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""SPORT TV PORTUGAL S.A.""";"""13622,5"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""FEDERATION FRANÇAISE DE FOOTBALL""";"""17081,44"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""MEDIA PARTNERS & SILVA LLC""";"""19695,92"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""NFL INTERNATIONAL LLC""";"""38599,07"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""INTERNATIONAL JUDO FEDERATION""";"""157240,94"""
"""2013""";"""TOPSPORTS VENTURES S.A.""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""1073939,99"""
"""2012""";"""ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA""";"""ESPN INTERNATIONAL BV""";"""944873,97"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Industryworks Pictures, Inc""";"""4999,48"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""High Point Films & TV Limited""";"""7499,23"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""UNIVERSAL PICTURES - USI BV""";"""23937,57"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""INTERNATIONAL DISTRIBUTION COMPANY, LLC.""";"""46016,85"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FULL PLAY GROUP S.A.""";"""154238,82"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""PRODUCTORA DE EVENTOS S.A""";"""251061,17"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""499188,67"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Proscenium Pictures""";"""571354,18"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""INTERNATIONAL OLYMPIC COMMITTEE""";"""579827,82"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""652227,92"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FSLA HOLDINGS LLC""";"""750999,57"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GEM ENTERTAINMENT KFT""";"""1219816,54"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""1343644,22"""
"""2012""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""TORNEOS & TRAFFIC SPORTS MARKETING B.V""";"""2115866,09"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""ENGLISH DISTRIBUTION, LLC""";"""8084,94"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""Dentsu Inc.""";"""13282,47"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""17549,2"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""23224,9"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""IEC IN SPORTS AB""";"""46013,97"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""SPORTFIVE International S.A (Sportfive)""";"""103776,74"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""PITCH INTERNATIONAL""";"""152909,24"""
"""2012""";"""GLOBOSAT PROGRAMADORA LTDA""";"""ZUFFA INTERNATIONAL, LLC""";"""429820,82"""
"""2012""";"""HORIZONTE CONTEUDOS LTDA""";"""ZUFFA INTERNATIONAL, LLC""";"""137825,52"""
"""2012""";"""RADIO E TELEVISAO BANDEIRANTES S.A.""";"""viacom international inc""";"""5169,76"""
"""2012""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""FÉDÉRATION INTERNATIONALE DE NATATION - FINA""";"""155086,07"""
"""2012""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""ORGANIZAÇÃO DESPORTIVA PAN-AMERICANA - ODEPA""";"""789034,15"""
"""2012""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""2874300,86"""
"""2012""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""UNIVERSAL PICTURES - USI BV""";"""3436521,54"""
"""2012""";"""SKY BRASIL SERVIÇOS LTDA""";"""UNIVERSAL PICTURES - USI BV""";"""25519,9"""
"""2012""";"""SKY BRASIL SERVIÇOS LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""26039,68"""
"""2012""";"""SKY BRASIL SERVIÇOS LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""263042,11"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""LEDA FILMES S.A""";"""1127,82"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GOLD CIRCLE DEVELOPMENT LLC""";"""2004,03"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""CINEPLEX INC.""";"""5139,85"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Proscenium Pictures, Limited""";"""7752,05"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""WHILAND INTERNATIONAL S.A""";"""11281,53"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""PASATIEMPO PICTURES INC.""";"""11333,88"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM International Televisions Distribution INC""";"""14865,37"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GEM ENTERTAINMENT KFT""";"""20073,03"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GUSSI, S.A. DE C.V.""";"""80179,39"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""104490,26"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""INTERNATIONAL DISTRIBUTION COMPANY, LLC.""";"""349652,85"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""605115,04"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Freeway Spain S.L.""";"""1241913,92"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM Inter Televisions""";"""6946838,58"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL PICTURES - USI BV""";"""8039173,35"""
"""2012""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""8133562,85"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""SPORT TV PORTUGAL S.A.""";"""3885,61"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""DFL SPORTS ENTERPRISES GMBH""";"""9880,99"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""MANCHESTER UNITED FOOTBAL CLUB LIMITED""";"""10698,68"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""UFA SPORTS GmbH""";"""18281,85"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""MEDIA PARTNERS & SILVA LLC""";"""20373,45"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""TORNEOS Y COMPETENCIAS S.A.""";"""21432,35"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""FEDERATION FRANÇAISE DE FOOTBALL""";"""21521,82"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""DEUTSCHER FUSBALL BUND E.V.""";"""22647,37"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""TRAFFIC SPORTS EUROPE B.V.""";"""22662,73"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""INTERNATIONAL JUDO FEDERATION""";"""113569,28"""
"""2012""";"""TOPSPORTS VENTURES S.A.""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""316570,04"""
"""2011""";"""ANTENAS COMUNITÁRIAS DE CAMBÉ LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""58,31"""
"""2011""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""Veronica Cordova""";"""382,8"""
"""2011""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""JUÍCY MEDÍA""";"""640,45"""
"""2011""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""IMIRA ENTERTAINMENT""";"""770,5"""
"""2011""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""World Wide Entertainment Production""";"""2219,83"""
"""2011""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""EUROPE IMAGES INTERNATIONAL""";"""6230"""
"""2011""";"""ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA""";"""ESPN INTERNATIONAL BV""";"""1183319,28"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""MISSION PICTURES INTERNATIONAL""";"""7966,72"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Filmco Enterprises, Inc.""";"""10195,82"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""UNIVERSAL PICTURES - USI BV""";"""48661,31"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Latin Film Funds (Netherlands) B.V.""";"""72002,24"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Proscenium Pictures""";"""153467,41"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""PRODUCTORA DE EVENTOS S.A""";"""228776,47"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""INTERNATIONAL OLYMPIC COMMITTEE""";"""434623,85"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""524891,27"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FSLA HOLDINGS LLC""";"""533461,77"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""584306,04"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""649350,38"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GEM ENTERTAINMENT KFT""";"""977925,53"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""TORNEOS & TRAFFIC SPORTS MARKETING B.V""";"""4537974,3"""
"""2011""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FÉDÉRATION INTERNATIONALE DE FOOTBALL ASSOCIATION""";"""7604655,89"""
"""2011""";"""GLOBOSAT PROGRAMADORA LTDA""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""32380,14"""
"""2011""";"""GLOBOSAT PROGRAMADORA LTDA""";"""IEC IN SPORTS AB""";"""35035,57"""
"""2011""";"""GLOBOSAT PROGRAMADORA LTDA""";"""INTERNATIONAL OLYMPIC COMMITTEE""";"""142496,91"""
"""2011""";"""NET SERVIÇOS DE COMUNICAÇÃO S/A.""";"""BRASIL DISTRIBUTION, L.L.C.""";"""930211,34"""
"""2011""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""FÉDÉRATION INTERNATIONALE DE NATATION - FINA""";"""132260,46"""
"""2011""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""COMITÉ ORGANIZADOR DE LOS JUEGOS PANAMERICANOS GUADALAJARA 2011""";"""523226,66"""
"""2011""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""ORGANIZAÇÃO DESPORTIVA PAN-AMERICANA - ODEPA""";"""594583,89"""
"""2011""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""UNIVERSAL PICTURES - USI BV""";"""1746361,86"""
"""2011""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""3211082,19"""
"""2011""";"""RF TV A CABO LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""717,35"""
"""2011""";"""RF TV A CABO LTDA""";"""BRASIL DISTRIBUTION, L.L.C.""";"""1860,14"""
"""2011""";"""SKY BRASIL SERVIÇOS LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""133898,55"""
"""2011""";"""SKY BRASIL SERVIÇOS LTDA""";"""BRASIL DISTRIBUTION, L.L.C.""";"""2187499,86"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""CINEPLEX INC.""";"""6058,24"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GUSSI, S.A. DE C.V.""";"""14094,45"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""LEDA FILMES S.A""";"""15392,33"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Proscenium Pictures, Limited""";"""16762,95"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""WHILAND INTERNATIONAL S.A""";"""25893,85"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""INTERNATIONAL DISTRIBUTION COMPANY, LLC.""";"""51952,01"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM International Televisions Distribution INC""";"""74894,21"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""259245,6"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL STUDIOS INTERNATIONAL BV""";"""268010,39"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""GEM ENTERTAINMENT KFT""";"""449852,8"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""Freeway Spain S.L.""";"""599178,8"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""MGM Inter Televisions""";"""1693973,16"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""UNIVERSAL PICTURES - USI BV""";"""4618574,37"""
"""2011""";"""TELECINE PROGRAMACAO DE FILMES LTDA""";"""TCF HUNGARY FILM RIGHTS EXPLOITATION LIMITED COMPANY""";"""7070026,26"""
"""2011""";"""TELECOMUNICAÇÕES NORDESTE LTDA""";"""TURNER BROADCASTING SYSTEM LATIN AMERICA, INC.""";"""7693,1"""
"""2011""";"""TELECOMUNICAÇÕES NORDESTE LTDA""";"""MGM International Televisions Distribution INC""";"""366947,57"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""FEDERATION FRANÇAISE DE FOOTBALL""";"""4503,12"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""SANTA MONICA""";"""4704,49"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""IEC IN SPORTS AB""";"""4729,74"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""DEUTSCHER FUSBALL BUND E.V.""";"""6020,2"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""MEDIA PARTNERS & SILVA LLC""";"""6904,24"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""Enjoy TV""";"""11178,3"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""MANCHESTER UNITED FOOTBAL CLUB LIMITED""";"""11664,06"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""DFL SPORTS ENTERPRISES GMBH""";"""18263,32"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""TRAFFIC SPORTS EUROPE B.V.""";"""23113,21"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""UFA SPORTS GmbH""";"""24041,52"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""INTERNATIONAL JUDO FEDERATION""";"""24698,18"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""NBA PROPERTIES INC.""";"""26858,77"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""TORNEOS Y COMPETENCIAS S.A.""";"""40298,99"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""SPORT TV PORTUGAL S.A.""";"""43575,24"""
"""2011""";"""TOPSPORTS VENTURES S.A.""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""234390,13"""
"""2011""";"""TV ÔMEGA LTDA.""";"""ZUFFA INTERNATIONAL, LLC""";"""67581,06"""
"""2011""";"""TV ÔMEGA LTDA.""";"""Media Partners & Silva Limited""";"""397780,03"""
"""2010""";"""CCS CAMBORIU CABLE SYSTEM DE TELECOMUNICACOES LTDA""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""32238,88"""
"""2010""";"""COMERCIAL CABO TV SÃO PAULO S/A""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""83313,56"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""JUÍCY MEDÍA""";"""118,23"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""Media Partners & Silva Limited""";"""165,66"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""AVATAR WILDLIFE DOCS, S.L.""";"""180"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""K N R PRODUCTIONS, LLC""";"""204,1"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""DELIA ACKERMAN""";"""241,91"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""Gonzalo Jacobi""";"""252,85"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""P.B.C. PICTURES SPRL""";"""361,54"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""FILMS EM VUE INC- SUCESSION MARCEL SIMARD""";"""523,69"""
"""2010""";"""ELO AUDIOVISUAL SERVIÇOS LTDA""";"""M5/EUROPE IMAGES INTERNATIONAL-LAGARDERE ENTERTAINMENT""";"""4549,51"""
"""2010""";"""ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA""";"""ESPN INTERNATIONAL BV""";"""1433544,32"""
"""2010""";"""G2C GLOBOSAT COMERCIALIZAÇÃO DE CONTEÚDOS S/A (BAIXADA)""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""52456,96"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""CASBAH PRODUCTIONS, LLC""";"""92172,62"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""PRODUCTORA DE EVENTOS S.A""";"""117524,65"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""Proscenium Pictures""";"""123500,6"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FULL PLAY GROUP S.A.""";"""126511,41"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""UNION DES ASSOCIATION EUROPÉENNES DE FOOTBALL""";"""204099,44"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GLOBAL MEDIA HOLDINGS, INC.""";"""206775,84"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FEDERATION INTERNATIONALE DE VOLLEYBALL""";"""268636,32"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FSLA HOLDINGS LLC""";"""655029,56"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""CONFEDERACIÓN SUDAMERICANA DE FÚTBOL - CONMEBOL""";"""1054694,12"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""GEM ENTERTAINMENT KFT""";"""1074690,18"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""TORNEOS & TRAFFIC SPORTS MARKETING B.V""";"""1860016,93"""
"""2010""";"""GLOBO COMUNICACAO E PARTICIPACOES S/A""";"""FÉDÉRATION INTERNATIONALE DE FOOTBALL ASSOCIATION""";"""22935780"""
"""2010""";"""GLOBOSAT PROGRAMADORA LTDA""";"""IEC IN SPORTS AB""";"""20033,62"""
"""2010""";"""NET SERVIÇOS DE COMUNICAÇÃO S/A.""";"""FOX LATIN AMERICAN CHANNEL, INC""";"""752953,23"""
"""2010""";"""NET SERVIÇOS DE COMUNICAÇÃO S/A.""";"""BRASIL DISTRIBUTION, L.L.C.""";"""923557,07"""
"""2010""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""ORGANIZAÇÃO DESPORTIVA PAN-AMERICANA - ODEPA""";"""430943,33"""
"""2010""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""COMITÉ ORGANIZADOR DE LOS JUEGOS PANAMERICANOS GUADALAJARA 2011""";"""555924,44"""
"""2010""";"""RÁDIO E TELEVISÃO RECORD S/A""";"""THE INTERNATIONAL OLYMPIC COMMITTEE""";"""2805797,65"""
